date,close,Name
2020-01-01,690.1383056640625,Reliance
2020-01-02,701.8875122070312,Reliance
2020-01-03,702.7332763671875,Reliance
2020-01-06,686.435302734375,Reliance
2020-01-07,696.995849609375,Reliance
2020-01-08,691.7612915039062,Reliance
2020-01-09,707.6935424804688,Reliance
2020-01-10,707.5335083007812,Reliance
2020-01-13,705.7277221679688,Reliance
2020-01-14,699.1902465820312,Reliance
2020-01-15,696.6529541015625,Reliance
2020-01-16,703.0761108398438,Reliance
2020-01-17,722.780029296875,Reliance
2020-01-20,700.5388793945312,Reliance
2020-01-21,701.2474975585938,Reliance
2020-01-22,700.9960327148438,Reliance
2020-01-23,698.0244750976562,Reliance
2020-01-24,695.6015014648438,Reliance
2020-01-27,688.7439575195312,Reliance
2020-01-28,672.8345947265625,Reliance
2020-01-29,676.5376586914062,Reliance
2020-01-30,660.033935546875,Reliance
2020-01-31,645.35888671875,Reliance
2020-02-03,633.4039916992188,Reliance
2020-02-04,652.1021118164062,Reliance
2020-02-05,662.2054443359375,Reliance
2020-02-06,666.4570922851562,Reliance
2020-02-07,655.4165649414062,Reliance
2020-02-10,656.3080444335938,Reliance
2020-02-11,664.1484375,Reliance
2020-02-12,672.1716918945312,Reliance
2020-02-13,673.9317626953125,Reliance
2020-02-14,680.0806884765625,Reliance
2020-02-17,675.80615234375,Reliance
2020-02-18,670.8458862304688,Reliance
2020-02-19,687.4867553710938,Reliance
2020-02-20,679.3263549804688,Reliance
2020-02-24,660.58251953125,Reliance
2020-02-25,647.5304565429688,Reliance
2020-02-26,636.3755493164062,Reliance
2020-02-27,633.7468872070312,Reliance
2020-02-28,607.4140625,Reliance
2020-03-02,601.6995239257812,Reliance
2020-03-03,613.9058227539062,Reliance
2020-03-04,612.4657592773438,Reliance
2020-03-05,599.4136962890625,Reliance
2020-03-06,581.0584106445312,Reliance
2020-03-09,509.3518981933594,Reliance
2020-03-11,527.3642578125,Reliance
2020-03-12,485.96783447265625,Reliance
2020-03-13,505.30596923828125,Reliance
2020-03-16,464.3438720703125,Reliance
2020-03-17,460.8236999511719,Reliance
2020-03-18,442.765625,Reliance
2020-03-19,419.54156494140625,Reliance
2020-03-20,465.37249755859375,Reliance
2020-03-23,404.1579284667969,Reliance
2020-03-24,431.2907409667969,Reliance
2020-03-25,494.7682800292969,Reliance
2020-03-26,487.4307556152344,Reliance
2020-03-27,487.1564636230469,Reliance
2020-03-30,471.0870666503906,Reliance
2020-03-31,509.1690368652344,Reliance
2020-04-01,493.9454040527344,Reliance
2020-04-03,492.5738830566406,Reliance
2020-04-07,551.3883666992188,Reliance
2020-04-08,545.0108642578125,Reliance
2020-04-09,557.7200927734375,Reliance
2020-04-13,543.639404296875,Reliance
2020-04-15,525.6727294921875,Reliance
2020-04-16,533.9931640625,Reliance
2020-04-17,559.5715942382812,Reliance
2020-04-20,568.62353515625,Reliance
2020-04-21,565.6748046875,Reliance
2020-04-22,623.3920288085938,Reliance
2020-04-23,626.7293701171875,Reliance
2020-04-24,647.8047485351562,Reliance
2020-04-27,653.6336059570312,Reliance
2020-04-28,652.9021606445312,Reliance
2020-04-29,652.353515625,Reliance
2020-04-30,670.2058715820312,Reliance
2020-05-04,656.1251831054688,Reliance
2020-05-05,667.760009765625,Reliance
2020-05-06,667.8057861328125,Reliance
2020-05-07,688.9268188476562,Reliance
2020-05-08,714.00244140625,Reliance
2020-05-11,720.8599243164062,Reliance
2020-05-12,676.2633056640625,Reliance
2020-05-13,690.6114501953125,Reliance
2020-05-14,662.690673828125,Reliance
2020-05-15,673.5128784179688,Reliance
2020-05-18,664.9058837890625,Reliance
2020-05-19,650.2070922851562,Reliance
2020-05-20,661.65234375,Reliance
2020-05-21,665.1366577148438,Reliance
2020-05-22,660.6600952148438,Reliance
2020-05-26,657.1988525390625,Reliance
2020-05-27,667.12109375,Reliance
2020-05-28,679.443115234375,Reliance
2020-05-29,675.8203735351562,Reliance
2020-06-01,701.6412963867188,Reliance
2020-06-02,708.7252807617188,Reliance
2020-06-03,711.4712524414062,Reliance
2020-06-04,729.0774536132812,Reliance
2020-06-05,729.9542846679688,Reliance
2020-06-08,724.323974609375,Reliance
2020-06-09,709.3944702148438,Reliance
2020-06-10,725.5469970703125,Reliance
2020-06-11,709.6483154296875,Reliance
2020-06-12,733.23095703125,Reliance
2020-06-15,745.1145629882812,Reliance
2020-06-16,746.5682983398438,Reliance
2020-06-17,745.4837646484375,Reliance
2020-06-18,764.1975708007812,Reliance
2020-06-19,811.9628295898438,Reliance
2020-06-22,805.8479614257812,Reliance
2020-06-23,794.195068359375,Reliance
2020-06-24,797.4024658203125,Reliance
2020-06-25,792.810546875,Reliance
2020-06-26,803.7711791992188,Reliance
2020-06-29,795.2334594726562,Reliance
2020-06-30,786.44189453125,Reliance
2020-07-01,801.902099609375,Reliance
2020-07-02,812.4012451171875,Reliance
2020-07-03,825.1155395507812,Reliance
2020-07-06,854.6054077148438,Reliance
2020-07-07,841.5218505859375,Reliance
2020-07-08,829.7767333984375,Reliance
2020-07-09,841.8910522460938,Reliance
2020-07-10,866.7197875976562,Reliance
2020-07-13,893.002197265625,Reliance
2020-07-14,884.6951904296875,Reliance
2020-07-15,851.0056762695312,Reliance
2020-07-16,850.7288208007812,Reliance
2020-07-17,882.249267578125,Reliance
2020-07-20,886.0335083007812,Reliance
2020-07-21,909.8699951171875,Reliance
2020-07-22,924.845703125,Reliance
2020-07-23,949.6743774414062,Reliance
